GeneName,X10.CR.RNA,X11.WTS.RNA,X12.EA.RNA,X13.CL.RNA,X14.KD.RNA,X15.SJ.RNA,X16.HZ.RNA,X17.CE.RNA,X18.RL.RNA,X19.DR.RNA,X1.VT.RNA,X20.MCC.RNA,X2.LN.RNA,X3.AS.RNA,X4.TL.RNA,X5.BE.RNA,X6.HA.RNA,X7.HH.RNA,X8.CN.RNA,X9.GC.RNA
DFFA,5293,4356,6221,3540,4773,7396,5529,6122,6141,5699,6343,6224,5828,5474,4950,6596,6897,5523,6515,5906
PEX14,395,1363,1212,1323,1234,1604,1547,2185,683,994,2264,1161,1680,1960,1054,544,1412,1197,1419,1154
RN7SL614P,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CASZ1,5,24,26,27,36,63,12,23,17,15,23,7,33,52,14,11,10,14,12,69
RP4-734G22.3,9,28,21,47,28,54,12,29,21,24,25,25,37,37,29,10,12,22,14,26
HSPE1P24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C1orf127,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0
CFL1P6,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
TARDBP,2080,10292,5134,5406,4583,6712,5317,8405,3172,3366,8238,4868,9249,8651,4036,2472,6093,5074,7074,6364
MASP2,2,8,6,0,2,8,4,4,0,2,6,6,4,17,12,3,3,9,0,2
RP4-635E18.8,105,121,91,72,50,99,62,61,164,87,86,117,132,132,249,179,129,119,89,88
SRM,5975,14927,11648,10152,12342,12128,8991,14586,10474,10763,12735,11018,17562,10986,8221,7124,11170,8730,13927,17060
EXOSC10,622,1402,1253,1583,1102,1386,1306,1454,677,1046,2011,947,1926,1991,865,633,1121,1138,1572,1750
RP4-635E18.7,6,14,22,15,14,19,4,7,19,5,10,13,30,20,27,17,23,8,12,21
RP4-635E18.6,13,10,24,17,23,23,30,23,19,21,22,27,48,34,11,22,18,19,3,20
MTOR,560,1689,1091,986,1273,1746,1373,2626,667,894,1944,901,2033,1922,1028,414,1179,1276,1611,1395
MTOR-AS1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL7,2,6,6,0,0,4,0,6,0,2,0,0,2,2,0,0,2,0,0,4
RPL39P6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UBIAD1,785,1434,951,997,988,972,678,1513,1050,862,982,1158,1636,1159,803,1159,945,1035,1119,1368
UBE2V2P3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
DISP3,1,2,0,7,1,2,2,3,8,2,23,10,5,2,4,0,4,0,3,15
LINC01647,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
FBXO2,47,14,138,140,96,58,206,179,92,84,239,72,50,347,147,135,163,178,110,249
FBXO44,1821,595,1961,1981,1730,1863,2040,2252,2502,2143,1937,2056,1062,2764,2228,2608,2190,2069,1372,1210
FBXO6,143,48,125,237,238,162,173,303,182,130,295,140,152,265,167,171,261,223,95,168
MAD2L2,3598,4409,4477,3703,4384,5206,4280,5134,4966,4181,3619,3883,5541,3868,4049,3617,4191,3428,3879,5055
DRAXIN,73,24,40,93,16,66,51,28,67,21,210,18,39,101,22,50,30,82,72,85
AGTRAP,3415,2836,3405,4784,3898,3938,3325,4548,3308,3350,2635,3232,4508,2856,2031,2244,3643,4125,4561,5557
C1orf167,0,0,1,0,1,0,1,0,3,0,0,1,1,0,2,0,0,2,0,0
MTHFR,573,366,840,660,759,987,804,1811,961,619,800,703,624,922,1195,412,587,1032,782,607
CLCN6,245,426,440,476,357,516,375,696,262,355,600,397,546,503,435,206,423,429,489,398
NPPA-AS1,10,4,4,2,4,4,8,2,12,4,2,11,7,3,12,3,7,3,2,0
NPPA,0,0,5,0,0,0,4,2,0,0,0,3,4,0,2,1,1,0,0,1
NPPB,0,0,0,4,2,0,0,0,2,0,14,0,0,2,0,0,4,0,2,13
RP5-934G17.6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RNU5E-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
RNU5E-4P,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
KIAA2013,4065,7251,7885,7827,6858,7599,6456,8469,6030,8208,7832,7931,8133,8784,5923,5852,7192,6426,7652,6739
PLOD1,13959,24718,31619,38802,43335,24683,22955,55822,20604,37754,32215,27370,26635,37809,23762,23142,28967,26845,30636,26995
MFN2,1390,7336,4068,4446,4536,6001,4859,8945,1990,3302,6957,3693,7376,8333,3395,1477,4993,4049,5175,4715
MIIP,1881,1594,1687,1066,2391,2689,1295,1714,2713,1625,1828,1796,1944,1423,1864,1411,1557,1342,1793,2279
RN7SL649P,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF8,0,0,8,11,12,12,0,18,6,8,0,5,2,4,6,2,4,6,10,8
TNFRSF1B,205,849,552,203,928,666,759,852,558,680,220,1209,2505,1021,699,732,1646,1518,1514,614
RPL10P17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
VPS13D,1793,2433,2274,2273,2134,2302,2201,4225,2414,2123,2337,2312,2821,3311,862,1931,2884,2394,2266,2536
SNORA59A,1,6,3,1,1,5,3,1,0,1,3,4,1,1,0,0,2,0,2,2
RP5-888M10.2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
DHRS3,14372,4667,7299,10222,2545,2234,5253,14710,13324,2496,6392,7614,2063,6909,8546,6632,25125,14935,3977,8941
RNU6ATAC18P,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0
RP11-474O21.5,11,9,3,4,0,2,4,51,6,0,6,10,0,6,6,0,25,7,0,2
AADACL4,0,0,0,4,4,0,0,0,2,0,2,6,0,0,6,2,2,0,0,0
AADACL3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
C1orf158,2,3,0,10,23,0,0,6,6,0,2,16,0,2,6,2,4,6,0,6
PRAMEF12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1
PRAMEF1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
PRAMEF14,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LRRC38,1,3,13,0,4,17,2,2,4,4,4,4,10,10,0,2,0,0,0,28
RP4-597A16.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PDPN,293,482,159,16,38,245,243,1464,615,85,142,222,236,352,85,789,275,1522,122,557
PRDM2,793,1551,930,1086,862,980,1015,2334,861,731,1746,898,1134,1270,1269,782,1115,1560,1398,1057
KAZN,424,769,961,1313,1203,590,581,1064,594,511,698,662,1113,1413,703,801,687,771,606,787
TBCAP2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TMEM51-AS1,0,0,0,2,0,0,1,2,0,0,0,6,0,3,0,0,0,0,2,1
TMEM51,30,110,34,60,56,145,39,78,59,42,100,41,102,173,30,42,90,106,78,58
C1orf195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RP5-903E17.2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
FHAD1,221,121,46,32,29,30,45,172,99,32,78,18,39,217,34,17,155,101,60,19
RP3-467K16.2,35,64,18,8,35,14,22,40,14,15,20,9,20,54,4,2,33,18,25,9
RP3-467K16.7,28,18,4,6,3,1,8,45,16,4,15,0,5,38,7,3,22,12,19,4
RP3-467K16.4,2,4,6,2,4,0,4,4,4,2,12,13,6,10,13,2,2,6,6,6
EFHD2,2454,12610,5225,5143,6384,5811,6238,9205,4207,4422,7328,4766,9331,11713,4396,2336,7520,6227,7924,4026
CTRC,6,2,17,7,4,0,4,4,20,0,6,6,6,12,6,17,6,14,3,6
CELA2A,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CELA2B,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CASP9,156,396,403,487,307,363,392,726,217,276,643,362,367,592,400,167,344,411,291,345
DNAJC16,389,784,735,832,677,774,670,1788,437,649,1082,742,948,1171,648,392,678,711,974,748
RP4-680D5.8,1,2,0,0,0,1,3,1,0,0,1,0,1,0,0,0,0,5,0,2
AGMAT,80,88,46,75,116,149,51,79,95,79,54,69,118,89,72,34,107,80,89,86
RP4-680D5.2,3,0,0,2,2,2,6,6,2,2,0,11,2,3,2,4,4,4,2,0
CHCHD2P6,8,19,15,13,17,34,24,11,11,22,23,18,18,11,7,2,22,13,9,17
CD24P1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0
DDI2,776,1820,1637,1107,1351,1029,986,1416,1248,950,1372,2136,1971,1540,1014,988,1449,1946,1492,1363
RP4-680D5.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
PLEKHM2,4761,8013,8786,7798,8701,10055,8646,11500,6153,7340,8279,7858,10440,11575,7069,5517,8638,8997,7375,7608
RP11-288I21.1,10,8,13,3,10,8,6,2,12,4,2,7,16,9,15,18,11,8,6,7
SLC25A34,22,17,42,24,13,28,12,22,35,19,17,16,25,49,61,25,26,58,27,7
RP11-169K16.4,0,0,2,0,8,0,3,0,0,1,0,0,2,4,0,1,1,0,0,0
TMEM82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBLIM1,3359,2085,6900,8172,10873,5757,4165,9407,5871,3865,8330,5220,2614,9078,4585,2942,8050,4921,8728,4490
RPL12P14,8,8,17,13,12,20,7,4,12,17,6,6,5,3,4,11,11,9,9,15
UQCRHL,198,286,354,394,296,348,312,176,283,367,496,394,324,236,288,264,415,240,334,342
RP11-169K16.8,21,17,36,13,4,7,4,21,10,19,9,16,11,2,22,16,13,5,7,21
FLJ37453,67,123,155,118,127,193,126,247,79,105,163,125,150,153,95,147,85,123,170,163
SPEN,540,2768,1662,2790,1576,1152,1250,2297,878,920,1815,1699,2425,2780,1369,1003,1783,1995,1916,1360
RP1-134O19.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZBTB17,2472,1874,2801,3085,2777,2854,2446,2740,2903,2495,3323,2913,3165,3079,3063,2485,2701,2681,3727,3275
RP11-5P18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
C1orf64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HSPB7,54654,6134,29795,27357,49305,19987,48133,49056,61142,34100,14839,33615,24399,105102,89387,29558,49580,63951,19970,9055
CLCNKA,350,15,47,71,56,63,145,29,247,58,28,100,21,153,87,149,192,55,54,16
RP11-5P18.10,11,0,12,12,12,11,9,15,35,10,6,6,2,21,7,2,12,13,17,7
CLCNKB,77,6,27,23,24,5,45,18,76,14,13,35,10,37,62,43,82,75,2,10
FAM131C,93,35,169,116,161,176,164,207,370,181,189,108,62,190,126,163,185,175,169,38
EPHA2,300,2958,1501,2375,3057,1261,2376,1513,398,954,5533,2123,4243,4987,2047,237,2417,3119,2182,1651
RP11-276H7.2,6,12,12,5,7,19,10,13,8,4,11,16,14,6,2,7,12,12,4,4
RP11-276H7.3,3,1,4,6,1,1,2,1,0,1,5,2,3,3,0,0,0,0,3,2
ARHGEF19,673,628,449,1840,607,763,498,849,451,361,899,481,738,436,300,387,1415,1079,940,674
ANO7L1,28,8,7,44,9,18,8,20,7,14,29,8,7,26,14,8,14,30,12,12
RSG1,160,85,165,184,305,412,146,584,196,198,315,263,169,265,197,134,359,319,277,296
MT1XP1,0,2,1,8,2,1,3,2,0,2,0,1,1,0,0,0,0,1,2,4
FBXO42,698,1001,1443,1458,1330,1400,1076,2078,989,1127,2021,1278,1377,1671,1033,738,1394,1162,1517,1733
SZRD1,4142,10797,9250,9362,9434,11850,8338,13508,6101,7753,12355,8438,12062,12552,6669,4681,10278,8948,11947,8730
RP11-430L17.1,5,0,0,4,3,5,0,2,1,0,8,4,3,2,5,6,1,4,2,1
SPATA21,0,0,0,0,0,1,1,0,1,0,2,1,1,0,1,0,2,3,2,1
NECAP2,2816,6021,5250,5089,5913,6950,5778,9146,3948,4871,6948,5814,7150,9161,4723,2932,6819,5450,5907,4767
LINC01772,66,15,33,28,16,43,32,11,62,48,20,29,35,27,60,81,32,15,24,25
CROCCP3,66,48,55,65,37,55,43,65,49,28,52,81,60,82,94,50,63,50,29,55
RNU1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP4-798A10.7,2,2,6,0,0,6,4,0,4,6,0,0,2,0,10,5,0,4,6,0
RP4-798A10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LINC01783,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NBPF1,228,806,411,288,325,469,528,1201,209,323,632,404,558,870,737,245,458,308,460,497
RP5-1182A14.5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0
CROCCP2,393,625,585,508,215,541,269,499,290,357,636,283,705,395,612,416,496,339,486,472
MST1P2,17,13,15,18,8,20,10,15,7,4,31,12,15,29,24,9,23,14,12,9
RP1-163M9.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP5-875O13.7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF1AXP1,11,61,27,13,19,21,24,39,15,16,37,30,38,45,14,13,37,20,36,43
ESPNP,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROCC,955,1269,1580,1163,993,1318,1197,1854,1104,990,1743,1417,1507,1611,1491,1059,1388,1560,1358,1910
CROCCP4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
MST1L,0,10,16,11,3,4,14,24,0,2,15,20,6,17,46,11,7,4,5,22
RP11-108M9.3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2
RP11-108M9.4,12,18,23,30,9,12,26,44,19,15,21,31,16,17,9,36,8,11,28,19
RP11-108M9.5,6,5,5,10,2,10,6,17,2,3,11,6,6,5,3,6,3,1,4,4
RNU1-2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
RP11-108M9.6,0,1,1,2,0,5,2,6,1,1,4,0,2,0,2,0,0,0,0,0
MFAP2,2038,3372,6345,6411,4093,3365,2881,4739,3901,5474,6331,4334,4463,6944,4525,2941,3296,3135,3321,3681
RP1-37C10.3,2,1,0,3,4,1,1,4,2,1,5,0,2,6,3,0,1,6,0,2
ATP13A2,3077,2887,5604,4224,5325,4806,3555,6401,4794,6952,4049,2898,5041,5933,3929,2526,4194,3473,4181,4992
SDHB,370,2484,1413,2017,1517,1822,1579,2533,513,1161,3434,1181,2679,2888,989,472,1801,1255,2181,1717
PADI2,24,8,147,86,43,2,61,253,122,200,6,2,9,281,207,12,86,40,3,6
RP11-380J14.1,7,6,3,33,28,8,3,6,8,0,13,20,1,15,10,2,3,2,5,2
PADI1,0,0,0,5,1,0,2,4,2,2,2,1,2,6,0,0,0,0,0,0
PADI3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RCC2,12,583,144,253,109,196,151,410,32,50,322,70,434,516,58,30,160,135,188,232
ARHGEF10L,1247,1723,2388,2710,2825,1952,2209,3341,1585,1581,1608,1500,2511,3739,2540,1510,1928,2701,1434,1928
RP11-473A10.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL8,2,20,2,7,2,2,0,12,2,6,5,2,14,6,2,0,6,6,12,12
LINC01654,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
IGSF21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
RP11-174G17.3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
KLHDC7A,0,0,2,0,0,0,2,0,0,0,4,2,0,0,0,2,0,0,0,0
DYNLL1P3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAX7,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
TAS1R2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2
ALDH4A1,333,1001,1168,895,1421,1197,1119,2202,707,1104,1611,890,1294,2649,1507,403,1139,1190,862,749
IFFO2,882,2812,2507,2160,2309,1373,2152,1868,1137,1515,3683,2583,3173,5344,2534,1341,3502,4616,2775,2763
RP5-1126H10.2,40,21,32,30,26,22,9,22,24,26,17,25,24,28,52,31,26,35,17,26
UBR4,1881,3006,3499,3872,4468,3971,3766,7518,2027,3239,4918,3556,4507,6254,3524,1607,4779,4084,3610,4044
RP1-43E13.2,2,0,3,5,2,2,1,3,1,2,3,1,2,5,0,4,3,2,3,2
EMC1,2870,4960,5554,5026,4547,4482,4156,8476,3275,4704,7640,5730,6265,7849,4210,3055,5332,4806,5376,5323
MRTO4,6768,9129,7686,5934,7428,9267,6307,6185,8499,7110,7443,8244,11496,7346,6460,8632,9152,6385,10314,8857
AKR7L,11,17,17,22,14,25,6,18,17,24,13,30,40,23,31,16,12,8,15,20
AKR7A3,20,21,19,22,20,15,23,23,40,30,21,28,34,26,27,27,25,17,32,28
RP4-657E11.10,16,8,13,13,20,15,22,15,20,21,21,34,27,32,10,24,18,28,20,24
AKR7A2,2471,4237,4315,4643,4550,4440,4655,5323,3157,4841,6567,4398,5554,5935,4156,3672,4179,5064,5053,5396
RNU6-1099P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PQLC2,862,1230,1145,1050,1156,1384,1061,1815,1087,1218,1345,1028,1416,1409,1008,675,1297,944,1454,1411
CAPZB,14884,25836,26565,23847,26949,25551,27726,31118,17751,25235,32981,22976,35087,37813,22859,15721,30174,28195,26572,28890
RN7SL277P,0,0,0,0,0,0,2,0,0,2,2,0,0,0,3,2,0,0,0,0
RP5-1056L3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MINOS1,3092,4895,4791,5267,5074,5920,5798,4968,4570,6147,7200,4851,6081,6498,4054,2994,5893,4921,5947,5117
RP5-1056L3.3,24,9,25,17,11,113,12,123,21,110,154,31,15,185,48,44,127,149,24,102
NBL1,47458,45166,43540,20519,38761,57675,99331,62079,39103,66169,35719,53860,99247,71372,60612,55120,37543,45607,29635,66680
HTR6,0,0,4,1,2,0,0,2,3,0,5,5,2,2,7,0,2,4,1,1
TMCO4,237,407,374,768,719,794,525,1050,341,391,1092,450,664,1075,446,245,583,567,669,364
RP11-91K11.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTUD3,209,755,625,522,1090,547,442,607,332,690,606,508,864,1562,1197,171,572,395,706,404
PLA2G2E,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
PLA2G2A,6,4,2,152,268,22,2,30,2,0,0,116,2,6,2,0,2,18,0,54
PLA2G5,0,0,10,22,2,29,2,2,2,2,2,3,2,28,2,2,120,47,18,2
PLA2G2D,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,4,0,0
PLA2G2F,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
RP3-340N1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
PLA2G2C,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0
UBXN10-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UBXN10,0,0,0,0,0,0,2,0,2,2,0,0,0,2,2,0,6,1,0,2
VWA5B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
LINC01141,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,3,0,1
CAMK2N1,2567,5961,4507,1478,2927,4344,5010,8608,6482,4840,7605,2593,3200,11507,6198,5246,5080,8072,3274,2072
MUL1,2446,4005,4010,4465,3960,4401,3601,6112,3116,4498,4630,4627,5013,5103,3239,3653,4246,3562,4412,4730
RPS4XP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FAM43B,69,167,40,150,72,130,95,26,405,438,31,196,46,549,44,450,144,56,16,28
CDA,199,333,344,209,345,286,232,596,172,842,123,448,637,696,87,422,533,736,282,795
PINK1,905,2009,1734,2344,2145,1983,2198,2932,1154,1923,2344,1655,2704,3573,1295,709,2086,1891,1512,2263
PINK1-AS,153,311,395,261,292,324,285,779,286,213,397,345,393,434,303,281,345,309,300,346
DDOST,3650,11233,10414,12774,8658,6755,9031,16634,5298,8745,14453,8757,11697,16708,8223,5178,9768,11138,9427,9370
KIF17,14,14,20,34,105,94,53,134,36,64,58,24,40,90,35,14,41,29,43,11
SH2D5,106,101,129,96,423,300,130,671,238,175,399,80,263,324,196,59,256,171,228,146
RP5-930J4.2,0,0,0,0,2,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0
HP1BP3,1990,7268,3824,4684,3857,5241,4599,8463,2974,3074,6419,3842,7228,8213,3336,2565,4077,4034,4907,3868
EIF4G3,1402,3488,2910,3315,3309,3293,3203,6373,1896,2735,4927,2693,3975,6371,2770,1163,3291,3454,3450,2991
MIR1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RPS15AP6,13,1,5,0,3,2,3,1,19,9,0,5,8,0,13,5,3,6,1,9
HSPE1P27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECE1,6286,15570,13638,12973,18320,13486,15435,33986,11977,13990,12821,13510,17919,22881,14505,11245,14550,17227,14848,11169
RP3-329E20.2,2,0,0,2,0,0,0,5,0,0,0,0,2,0,2,0,0,0,0,0
RP5-1071N3.1,8,0,0,3,4,2,6,0,0,0,0,2,7,1,8,6,3,5,0,3
PPP1R11P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NBPF2P,0,9,7,12,6,5,10,44,0,2,12,3,5,1,4,0,8,9,3,6
HS6ST1P1,6,56,12,30,44,12,38,58,6,10,36,12,64,82,24,12,34,62,28,25
CROCCP5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NBPF3,116,536,297,207,130,103,167,718,255,97,427,126,411,1104,270,137,109,116,98,84
ALPL,26,56,71,262,1303,58,24,1175,28,16,3,32,8,37,170,44,52,171,162,396
RP11-63N8.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAP1GAP,12,8,17,33,31,25,14,10,8,54,22,23,34,20,22,4,20,36,41,72
USP48,1548,2502,1995,2249,2231,2364,2132,3701,1895,2231,3515,2025,2991,3741,2141,1650,2427,2397,2520,2338
RP11-132G19.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDLRAD2,17,29,46,73,42,35,21,60,23,27,47,43,72,125,143,33,63,59,24,22
HSPG2,4421,10240,17305,22608,19120,8041,8777,29439,5168,10694,14300,9461,13627,30360,9321,4136,14417,15629,9157,10020
RP11-26H16.1,0,2,0,3,0,0,1,2,4,0,1,2,0,0,2,0,2,4,0,2
CELA3A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LINC01635,5,0,0,6,0,14,8,4,6,8,4,5,1,6,4,0,2,4,6,0
LINC00339,342,507,363,392,587,619,527,837,352,510,887,655,523,531,546,434,350,383,468,889
CDC42,10712,16561,16147,14323,16263,18167,14029,19780,13810,14575,19852,15726,17619,21847,14662,10367,17940,15062,17291,14722
CDC42-IT1,0,0,2,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0
RP1-224A6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP1-224A6.9,3,2,8,2,2,4,4,0,8,2,2,4,0,4,6,5,0,0,5,2
WNT4,587,83,203,531,1219,37,1157,56,998,400,16,275,67,548,334,606,400,179,7,162
RP11-415K20.1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0
RP11-415K20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ZBTB40,209,629,422,498,410,573,488,910,236,306,619,441,653,779,434,204,489,434,703,718
ZBTB40-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EPHA8,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,4,0,0,0,0
C1QA,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,2,0,2,2,0
C1QC,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0
EPHB2,126,589,914,980,192,1663,355,3118,585,781,4582,418,869,538,158,1199,245,1107,2938,1392
C1orf234,2,0,0,4,0,2,1,0,0,0,2,0,2,0,0,2,0,0,0,0
KDM1A,2041,3828,4227,4623,3207,4255,3407,4340,3185,3435,5406,3728,4590,4862,2987,2788,4091,3854,4946,4282
RP1-184J9.2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
LUZP1,2321,3020,4471,6029,4255,3150,3294,4910,3767,3253,5706,3855,3715,7721,3553,4160,4731,4910,4384,3654
RP5-979D14.1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
HTR1D,0,2,4,8,4,0,2,12,2,6,2,0,4,4,4,1,2,4,2,20
LINC01355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HNRNPR,97,1366,575,885,380,506,559,994,146,282,1637,295,1280,1517,238,117,520,467,757,781
ZNF436,0,1,2,4,0,0,0,7,0,0,4,0,0,4,0,0,2,0,2,0
ZNF436-AS1,0,3,12,27,4,13,9,23,5,11,36,7,6,48,12,11,16,31,13,2
RP5-1057J7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TCEA3,447,190,927,1729,996,1121,992,966,708,698,1592,520,707,1428,889,926,695,1353,593,409
ASAP3,64,159,193,395,363,257,192,740,66,74,411,169,199,617,195,65,307,483,298,215
E2F2,2,12,2,2,3,10,2,6,4,0,13,2,13,8,2,2,4,2,10,6
ID3,1123,3545,4148,9301,4328,3925,1662,1183,1896,1792,10619,3921,2278,5960,2182,1290,7561,8196,7332,4228
MDS2,3,0,0,0,2,1,0,0,0,1,0,5,0,0,0,0,3,2,3,0
RP11-223J15.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
RPL11,42326,31155,46847,41261,36948,36623,33343,37910,48809,46631,36484,47353,33415,35136,41676,51942,46739,42614,40271,41756
ELOA,2356,5505,4617,4466,4243,4583,3830,5475,3043,3829,4520,4977,5893,5574,3289,2793,4911,4388,5041,5209
ELOA-AS1,3,12,6,11,9,13,8,12,4,5,12,11,8,9,8,8,6,12,10,13
PITHD1,2689,4851,3703,3512,3781,4292,2992,4646,3295,3612,5036,4117,5560,4976,3418,2503,3976,3548,4775,4414
LYPLA2,3089,3103,4197,4293,3979,4462,3876,4305,4111,4896,5619,4000,4326,5189,4059,2871,5097,3903,6028,4027
GALE,381,981,716,965,920,1185,819,1028,703,805,1339,727,1600,1060,570,328,656,531,1588,978
HMGCL,1268,1325,2188,2390,2229,2513,2434,3275,1875,2226,3248,2555,1983,3348,2059,1541,2742,2761,2319,1966
